total_assets,current_assets,cash,current_liabilities,equity,st_debt,lt_debt,total_debt_reported,retained_earnings,revenue,ebit,ebitda,interest_expense,pretax_income,net_income,ticker,year
3886143000.0,1982890000.0,126295000.0,955479000.0,1940995000.0,295416000.0,854051000.0,1195750000.0,1807481000.0,5930865000.0,857840000.0,1024092000.0,58883000.0,798957000.0,678356000.0,KTY,2022
,,,,,,,,,,,,,,,KTY,2021
13032173000.0,3959724000.0,212629000.0,629910000.0,5326140000.0,275462000.0,6848150000.0,7227010000.0,4745190000.0,2540222000.0,1146272000.0,1211653000.0,10198000.0,1136074000.0,1085008000.0,KRU,2025
11648879000.0,3598200000.0,214790000.0,615740000.0,4528986000.0,251461000.0,6316851000.0,6626551000.0,4009434000.0,2203581000.0,942200000.0,1004679000.0,,1010405000.0,1073954000.0,KRU,2024
9928505000.0,943287000.0,388461000.0,74690000.0,3791393000.0,363489000.0,5097871000.0,5531167000.0,3283218000.0,1794786000.0,971200000.0,1029497000.0,,1037474000.0,983934000.0,KRU,2023
7681082000.0,2482676000.0,202160000.0,698265000.0,3254017000.0,413182000.0,3463689000.0,3945794000.0,2589066000.0,1488229000.0,850654000.0,901842000.0,,863710000.0,804982000.0,KRU,2022
,,,,,,,,,,,,9179000.0,,,KRU,2021
2069538000.0,368688000.0,18424000.0,506763000.0,528397000.0,6085000.0,627714000.0,1080644000.0,349758000.0,2410467000.0,385742000.0,587536000.0,68860000.0,316882000.0,251603000.0,DIA,2025
1718019000.0,327023000.0,40518000.0,396018000.0,418635000.0,14563000.0,579786000.0,969423000.0,309810000.0,1950147000.0,348561000.0,510086000.0,57367000.0,291194000.0,223326000.0,DIA,2024
1398146000.0,323246000.0,94853000.0,313130000.0,325130000.0,555000.0,534539000.0,850495000.0,211025000.0,1587979000.0,227812000.0,375057000.0,54195000.0,173617000.0,123430000.0,DIA,2023
1196583000.0,284994000.0,90968000.0,249955000.0,312533000.0,868000.0,425670000.0,720528000.0,266399000.0,1435584000.0,254662000.0,380525000.0,32814000.0,221848000.0,167415000.0,DIA,2022
,,,,,,,,,,,,,,,DIA,2021
8367780000.0,1366269000.0,195252000.0,668364000.0,4351161000.0,201109000.0,2749260000.0,3214792000.0,584621000.0,4225771000.0,145732000.0,329013000.0,204856000.0,-59124000.0,-124568000.0,PEP,2025
7530268000.0,2082403000.0,1314294000.0,728610000.0,4303511000.0,163559000.0,1940830000.0,2376802000.0,780223000.0,4320530000.0,495628000.0,669974000.0,99613000.0,396015000.0,301166000.0,PEP,2024
6711616000.0,2301086000.0,1310415000.0,904131000.0,3997653000.0,211344000.0,1320797000.0,1736895000.0,638960000.0,5615412000.0,415584000.0,577662000.0,85280000.0,330304000.0,263587000.0,PEP,2023
6247334000.0,2300848000.0,729206000.0,1379528000.0,3083035000.0,216743000.0,1292699000.0,1693078000.0,495696000.0,7089231000.0,261457000.0,377874000.0,61188000.0,200269000.0,159918000.0,PEP,2022
,,,,,,,,,,,,,,,PEP,2021
1040721000.0,276644000.0,121108000.0,367409000.0,517646000.0,5612000.0,105391000.0,157202000.0,374970000.0,811232000.0,325749000.0,366084000.0,14234000.0,311515000.0,238654000.0,GPP,2025
1043792000.0,322576000.0,148415000.0,395467000.0,431308000.0,39534000.0,175784000.0,246345000.0,324360000.0,770015000.0,285401000.0,321001000.0,20131000.0,265270000.0,204281000.0,GPP,2024
1028709000.0,274145000.0,163464000.0,379996000.0,363145000.0,23543000.0,239295000.0,296905000.0,292948000.0,724398000.0,259537000.0,293974000.0,27816000.0,231721000.0,185029000.0,GPP,2023
1018215000.0,218058000.0,109122000.0,366140000.0,310923000.0,63492000.0,303168000.0,386364000.0,272686000.0,608549000.0,239013000.0,261213000.0,18156000.0,220857000.0,166580000.0,GPP,2022
,,,,,,,,,,,,,,,GPP,2021
2105150000.0,1548509000.0,537663000.0,843011000.0,1145746000.0,35728000.0,5629000.0,117256000.0,920581000.0,2386420000.0,442617000.0,500680000.0,10885000.0,431732000.0,355898000.0,NWG,2025
1733333000.0,1176045000.0,229589000.0,725107000.0,880394000.0,35950000.0,6192000.0,139814000.0,665868000.0,1589409000.0,164965000.0,215348000.0,14597000.0,150368000.0,122132000.0,NWG,2024
1731021000.0,1189987000.0,438929000.0,787646000.0,802195000.0,107054000.0,2908000.0,215146000.0,703093000.0,1231096000.0,141486000.0,185779000.0,28486000.0,113000000.0,95183000.0,NWG,2023
1421391000.0,935938000.0,20430000.0,579006000.0,708967000.0,290796000.0,0.0,407467000.0,609709000.0,963858000.0,56027000.0,99694000.0,34363000.0,21664000.0,22761000.0,NWG,2022
,,,,,,,,,,,,,,,NWG,2021
2330602000.0,1765828000.0,51588000.0,453449000.0,1413885000.0,162369000.0,143054000.0,639361000.0,1294107000.0,4424895000.0,280354000.0,337214000.0,32779000.0,247575000.0,198932000.0,APR,2025
2025927000.0,1603446000.0,38584000.0,415190000.0,1234293000.0,155393000.0,158342000.0,526613000.0,1114768000.0,4112497000.0,286873000.0,341157000.0,28243000.0,258630000.0,207976000.0,APR,2024
1793923000.0,1421381000.0,37360000.0,456159000.0,1046192000.0,196135000.0,104146000.0,490000000.0,926385000.0,3653384000.0,305931000.0,349435000.0,28676000.0,277255000.0,223586000.0,APR,2023
1570282000.0,1285592000.0,34931000.0,458062000.0,842824000.0,210616000.0,138700000.0,500932000.0,722392000.0,2834701000.0,280395000.0,313244000.0,23968000.0,256427000.0,207268000.0,APR,2022
,,,,,,,,,,,,,,,APR,2021
6242080000.0,4173475000.0,137916000.0,4686460000.0,1057530000.0,307410000.0,0.0,501813000.0,700176000.0,13643615000.0,265249000.0,392573000.0,60365000.0,204884000.0,155579000.0,NEU,2025
5510182000.0,3565112000.0,109782000.0,3768618000.0,1139146000.0,261427000.0,391000.0,448575000.0,733078000.0,12611751000.0,297695000.0,417853000.0,70702000.0,226993000.0,154244000.0,NEU,2024
5175267000.0,3288778000.0,105036000.0,3765962000.0,990357000.0,184598000.0,3076000.0,369322000.0,657314000.0,11812636000.0,285137000.0,399743000.0,81348000.0,203789000.0,146269000.0,NEU,2023
4759703000.0,3186060000.0,208415000.0,3487154000.0,882889000.0,196597000.0,5859000.0,378079000.0,642695000.0,11232186000.0,251980000.0,349897000.0,47846000.0,204134000.0,137238000.0,NEU,2022
,,,,,,,,,,,,,,,NEU,2021
2256624000.0,988510000.0,311942000.0,757870000.0,1222822000.0,65583000.0,87624000.0,220700000.0,1011692000.0,1798665000.0,240129000.0,346998000.0,11133000.0,228996000.0,198254000.0,ASE,2025
