total_assets,current_assets,cash,current_liabilities,equity,st_debt,lt_debt,total_debt_reported,revenue,ebit,ebitda,interest_expense,pretax_income,net_income,ticker,year,retained_earnings
7234816000.0,2460010000.0,520271000.0,1075144000.0,1803799000.0,227615000.0,3288226000.0,3526567000.0,5142676000.0,1034010000.0,1350160000.0,385290000.0,648720000.0,488622000.0,UNIP3,2025,
7111789000.0,2932966000.0,845342000.0,1018758000.0,2790457000.0,95286000.0,2210733000.0,2317982000.0,5431599000.0,1133365000.0,1456343000.0,349321000.0,784044000.0,555596000.0,UNIP3,2024,
6396491000.0,3043657000.0,1343204000.0,1290184000.0,2422333000.0,415411000.0,1636010000.0,2061387000.0,4897288000.0,1346485000.0,1593462000.0,181024000.0,1165461000.0,787508000.0,UNIP3,2023,
5994445000.0,2603075000.0,402122000.0,1495805000.0,2317404000.0,171206000.0,1220540000.0,1391746000.0,7270406000.0,2263378000.0,2510672000.0,211388000.0,2051990000.0,1325921000.0,UNIP3,2022,0.0
,,,,,,,,,,,,,,UNIP3,2021,
7222660000.0,3418527000.0,1316248000.0,1420074000.0,2459834000.0,255782000.0,2493018000.0,3067710000.0,5490878000.0,645241000.0,891250000.0,324344000.0,320897000.0,276895000.0,FRAS3,2025,793404000.0
4869614000.0,3078097000.0,844881000.0,1499219000.0,2218850000.0,388411000.0,722767000.0,1283441000.0,3965776000.0,673640000.0,832352000.0,130340000.0,543300000.0,367742000.0,FRAS3,2024,1032039000.0
3911999000.0,2372623000.0,1050412000.0,1113326000.0,1838188000.0,304819000.0,573323000.0,1033115000.0,3388657000.0,635776000.0,760471000.0,109094000.0,526682000.0,377385000.0,FRAS3,2023,837180000.0
3765876000.0,2289336000.0,567855000.0,862126000.0,1763901000.0,166058000.0,755812000.0,1071522000.0,3058171000.0,360855000.0,480934000.0,112014000.0,248841000.0,204838000.0,FRAS3,2022,588042000.0
,,,,,,,,,,,,,,FRAS3,2021,
100575369000.0,30330629000.0,14421022000.0,28074399000.0,12876059000.0,9791476000.0,42495988000.0,54018286000.0,44797946000.0,2708093000.0,6858568000.0,4387611000.0,-1679518000.0,-2002374000.0,CSNA3,2025,-202989000.0
103906654000.0,39785693000.0,23310197000.0,25116475000.0,12271438000.0,8163699000.0,48092942000.0,57754926000.0,43687460000.0,3057637000.0,6849050000.0,4600986000.0,-1543349000.0,-2591851000.0,CSNA3,2024,0.0
91529720000.0,33077700000.0,16046218000.0,25017103000.0,17500675000.0,7285494000.0,37245708000.0,45592836000.0,45437950000.0,5205191000.0,8584332000.0,4169824000.0,1035367000.0,-318206000.0,CSNA3,2023,
85354359000.0,30612360000.0,11991356000.0,22475119000.0,19489467000.0,5131449000.0,35725106000.0,41612588000.0,44362120000.0,7194468000.0,10072124000.0,3068031000.0,4126437000.0,1554060000.0,CSNA3,2022,
,,,,,,,,,,,,,,CSNA3,2021,
13831031000.0,3848163000.0,418813000.0,2952505000.0,3968465000.0,473238000.0,4532508000.0,5018859000.0,11154142000.0,1249365000.0,1632049000.0,292448000.0,956917000.0,729495000.0,CLSC3,2025,
13037758000.0,3898270000.0,1019482000.0,3049785000.0,3671279000.0,416104000.0,3786903000.0,4208985000.0,9911967000.0,1167146000.0,1514562000.0,234719000.0,932427000.0,715802000.0,CLSC3,2024,
12302261000.0,3409987000.0,906196000.0,3730676000.0,2932567000.0,522329000.0,2648942000.0,3188302000.0,9733298000.0,938514000.0,1253115000.0,255199000.0,683315000.0,557034000.0,CLSC3,2023,
11628067000.0,3678616000.0,940684000.0,3757419000.0,2883176000.0,507699000.0,1941569000.0,2457563000.0,9274237000.0,960380000.0,1237462000.0,240726000.0,719654000.0,540562000.0,CLSC3,2022,0.0
,,,,,,,,,,,,,,CLSC3,2021,
12559343000.0,5830994000.0,1888270000.0,2235103000.0,8238162000.0,33962000.0,1068384000.0,1424351000.0,10437548000.0,891995000.0,1304053000.0,183725000.0,708270000.0,659817000.0,MDIA3,2025,
12768867000.0,5999125000.0,2152587000.0,2732737000.0,7997943000.0,1074884000.0,1015730000.0,2446079000.0,9662833000.0,1007161000.0,1376130000.0,183976000.0,823185000.0,645948000.0,MDIA3,2024,
12340992000.0,5700122000.0,2267837000.0,2425812000.0,7604694000.0,455230000.0,1406616000.0,2219953000.0,10840280000.0,1120406000.0,1485377000.0,184379000.0,936027000.0,888654000.0,MDIA3,2023,0.0
11439492000.0,4877015000.0,648046000.0,2467420000.0,6708721000.0,374607000.0,1498265000.0,2204789000.0,10129205000.0,519008000.0,836258000.0,167317000.0,351691000.0,481839000.0,MDIA3,2022,0.0
,,,,,,,,,,,,,,MDIA3,2021,
13104355000.0,8134041000.0,2560066000.0,6000713000.0,4694617000.0,2344340000.0,2316623000.0,4706471000.0,16423694000.0,1300077000.0,1419465000.0,264053000.0,1036024000.0,815667000.0,TTEN3,2025,
8889423000.0,5776390000.0,1696858000.0,3666344000.0,4037714000.0,921068000.0,1145811000.0,2090138000.0,12825771000.0,1228477000.0,1323840000.0,227451000.0,1001026000.0,758623000.0,TTEN3,2024,
6883789000.0,4422008000.0,1028483000.0,2784746000.0,3347737000.0,466884000.0,710383000.0,1196260000.0,8998985000.0,598993000.0,656590000.0,170273000.0,428720000.0,575287000.0,TTEN3,2023,
6081989000.0,4257219000.0,724314000.0,2739186000.0,2816976000.0,599144000.0,496926000.0,1119887000.0,6885839000.0,856603000.0,894349000.0,316282000.0,540321000.0,571437000.0,TTEN3,2022,
,,,,,,,,,,,,,,TTEN3,2021,
23418195000.0,7246028000.0,95263000.0,2764398000.0,7364220000.0,930399000.0,8453753000.0,9944601000.0,7431765000.0,1329962000.0,2415992000.0,789391000.0,540571000.0,836177000.0,SMTO3,2026,
21769383000.0,6305241000.0,898588000.0,2589623000.0,6699362000.0,906297000.0,7322440000.0,8875052000.0,7162034000.0,1264462000.0,2449674000.0,761688000.0,502774000.0,556731000.0,SMTO3,2025,0.0
20371449000.0,6229157000.0,204560000.0,2854430000.0,6862371000.0,1104742000.0,5614121000.0,7355766000.0,6891738000.0,2894463000.0,4044477000.0,1107842000.0,1786621000.0,1476279000.0,SMTO3,2024,0.0
18823785000.0,5687475000.0,273408000.0,2615781000.0,5912363000.0,1028509000.0,5758360000.0,9828640000.0,6627566000.0,2451043000.0,3532142000.0,1257431000.0,1193612000.0,1015744000.0,SMTO3,2023,16057000.0
,,,,,,,,,,,,,,SMTO3,2022,
10400830000.0,7149843000.0,1857070000.0,7752754000.0,1828770000.0,2199538000.0,1896000.0,2390345000.0,12561821000.0,952932000.0,1197286000.0,291262000.0,661670000.0,448526000.0,WHRL3,2025,
10569338000.0,7479488000.0,2865334000.0,7101828000.0,2691025000.0,1086951000.0,4342000.0,1307673000.0,12931658000.0,1235368000.0,1475659000.0,246828000.0,988540000.0,908716000.0,WHRL3,2024,
9021134000.0,6388922000.0,1233891000.0,6329202000.0,1952050000.0,1391286000.0,5659000.0,1603798000.0,11487988000.0,675194000.0,894847000.0,351786000.0,323408000.0,251919000.0,WHRL3,2023,
8444124000.0,5937849000.0,1299061000.0,5702408000.0,2176471000.0,1122339000.0,0.0,1278320000.0,10798149000.0,664413000.0,870717000.0,111384000.0,553029000.0,416714000.0,WHRL3,2022,
,,,,,,,,,,,,,,WHRL3,2021,
25733415000.0,5312680000.0,110772000.0,6505836000.0,5448695000.0,1205383000.0,8490932000.0,10072122000.0,14319321000.0,1173647000.0,2089486000.0,542711000.0,630936000.0,213095000.0,LIGT3,2025,-366718000.0
25343661000.0,6934107000.0,185797000.0,5034239000.0,5218457000.0,703993000.0,8801850000.0,9781557000.0,14302991000.0,2004245000.0,2898183000.0,258689000.0,1745556000.0,1643779000.0,LIGT3,2024,-593681000.0
23716936000.0,5144542000.0,292066000.0,15504479000.0,3095688000.0,10645470000.0,0.0,10874320000.0,13721983000.0,1630172000.0,2416795000.0,813623000.0,816549000.0,255162000.0,LIGT3,2023,-2252788000.0
24106103000.0,4772892000.0,43886000.0,5644466000.0,2844757000.0,961478000.0,9727212000.0,10928563000.0,12999899000.0,-4425930000.0,-3695163000.0,931808000.0,-5357738000.0,-5672203000.0,LIGT3,2022,-5657372000.0
,,,,,,,,,,,,,,LIGT3,2021,
9722646000.0,5949062000.0,2221811000.0,3146501000.0,3832368000.0,1193030000.0,2499504000.0,3762242000.0,9057548000.0,1760522000.0,1916993000.0,193073000.0,1567449000.0,1223349000.0,POMO3,2025,
9441753000.0,5660221000.0,2093398000.0,3079587000.0,4026610000.0,1169327000.0,2086659000.0,3338487000.0,8593837000.0,1670099000.0,1837691000.0,199478000.0,1470621000.0,1200019000.0,POMO3,2024,
7959303000.0,4810225000.0,1536121000.0,2386866000.0,3545663000.0,720506000.0,1699078000.0,2488332000.0,6683218000.0,997628000.0,1143997000.0,132078000.0,865550000.0,816159000.0,POMO3,2023,
7395350000.0,4145740000.0,1171473000.0,2288932000.0,3162365000.0,749712000.0,1618315000.0,2442014000.0,5415618000.0,550892000.0,670700000.0,137608000.0,413284000.0,449114000.0,POMO3,2022,
,,,,,,,,,,,,,,POMO3,2021,
4722692000.0,3064599000.0,398644000.0,843949000.0,2949564000.0,232973000.0,298303000.0,1228469000.0,2692526000.0,734611000.0,897466000.0,146813000.0,587798000.0,619502000.0,VIVA3,2025,
4273730000.0,2781888000.0,278153000.0,995687000.0,2496942000.0,113370000.0,285191000.0,973694000.0,2305102000.0,732647000.0,887177000.0,106409000.0,626238000.0,653394000.0,VIVA3,2024,
3313399000.0,2056580000.0,221495000.0,695588000.0,2005530000.0,111463000.0,160000000.0,791810000.0,2186975000.0,481330000.0,615415000.0,80488000.0,400842000.0,381120000.0,VIVA3,2023,
2932172811.0,1761018595.0,160035979.0,726251925.0,1657953267.0,116970427.0,108186217.0,719565278.0,1843735000.0,408577600.0,522517537.0,77543000.0,331034600.0,360854417.0,VIVA3,2022,-53041000.0
,,,,,,,,,,,,,,VIVA3,2021,
11099201000.0,2515499000.0,41861000.0,1813095000.0,4422970000.0,240305000.0,3865159000.0,4105832000.0,6976919000.0,1172646000.0,1563488000.0,294289000.0,878357000.0,751680000.0,EQMA3B,2025,
11250010000.0,3400863000.0,130195000.0,2506315000.0,4088221000.0,924859000.0,3636097000.0,4561524000.0,6212072000.0,1034301000.0,1341265000.0,218557000.0,815744000.0,741337000.0,EQMA3B,2024,
9350413000.0,2567345000.0,314583000.0,1789774000.0,3756466000.0,362527000.0,2785763000.0,3148692000.0,5669353000.0,968065000.0,1219982000.0,149059000.0,819006000.0,777391000.0,EQMA3B,2023,
8412859000.0,2636138000.0,103361000.0,1885048000.0,3450251000.0,271649000.0,2178860000.0,2451635000.0,4842716000.0,891861000.0,1122184000.0,151664000.0,740197000.0,648145000.0,EQMA3B,2022,
,,,,,,,,,,,,,,EQMA3B,2021,1384827000.0
19000785000.0,6048101000.0,2178462000.0,2701138000.0,6846834000.0,514544000.0,7067100000.0,8482309000.0,8248752000.0,828975000.0,2081878000.0,917184000.0,-88209000.0,1182000.0,DXCO3,2025,
18144110000.0,5066196000.0,1231419000.0,3641566000.0,6976900000.0,1263794000.0,5215800000.0,7252994000.0,8234647000.0,1121288000.0,2342557000.0,776814000.0,344474000.0,172414000.0,DXCO3,2024,
17970887000.0,5899747000.0,2785454000.0,3608696000.0,6403611000.0,1091758000.0,5872773000.0,7713970000.0,7383409000.0,1517113000.0,2682681000.0,765866000.0,751247000.0,789601000.0,DXCO3,2023,
15624811000.0,5173901000.0,1771730000.0,3264920000.0,5872342000.0,761916000.0,4837703000.0,6202052000.0,8486650000.0,1833614000.0,2679059000.0,916069000.0,917545000.0,755861000.0,DXCO3,2022,
,,,,,,,,,,,,,,DXCO3,2021,
6487308000.0,1658772000.0,1083247000.0,558107000.0,2162052000.0,67059000.0,3413938000.0,3728137000.0,2241099000.0,464999000.0,836932000.0,272656000.0,192343000.0,-140918000.0,HBSA3,2025,-955685000.0
7271762000.0,1734569000.0,988450000.0,2325138000.0,1051892000.0,1265209000.0,3538713000.0,5119667000.0,1432424000.0,-288219000.0,85604000.0,303154000.0,-591373000.0,-569415000.0,HBSA3,2024,-844542000.0
6249047000.0,1320223000.0,663919000.0,743223000.0,1383523000.0,210457000.0,3809278000.0,4257323000.0,1924350000.0,347120000.0,694101000.0,277366000.0,69754000.0,17599000.0,HBSA3,2023,-326660000.0
6363529000.0,1289396000.0,401545000.0,692282000.0,1330805000.0,192819000.0,4072960000.0,4550256000.0,1767900000.0,396325000.0,752797000.0,312580000.0,83745000.0,-8163000.0,HBSA3,2022,-344259000.0
,,,,,,,,,,,,,,HBSA3,2021,
24122987000.0,4701959000.0,78452000.0,2830490000.0,13453669000.0,394063000.0,3477274000.0,6649824000.0,7016663000.0,1480371000.0,2395622000.0,901388000.0,578983000.0,625519000.0,COGN3,2025,
24200400000.0,4627366000.0,94965000.0,2881057000.0,12395676000.0,660209000.0,3339438000.0,6873212000.0,6390593000.0,1626743000.0,2553116000.0,963913000.0,662830000.0,879871000.0,COGN3,2024,
25135863000.0,5048489000.0,624483000.0,3672854000.0,11665394000.0,1454845000.0,3479705000.0,7775596000.0,5814798000.0,892107000.0,1809152000.0,1063685000.0,-171578000.0,-492879000.0,COGN3,2023,
26396751000.0,5059727000.0,121772000.0,4069278000.0,12176562000.0,2038312000.0,3152882000.0,8204323000.0,5004793000.0,678899000.0,1609464000.0,1159389000.0,-480490000.0,-528930000.0,COGN3,2022,
,,,,,,,,,,,,,,COGN3,2021,
3793564000.0,2301925000.0,635305000.0,1818917000.0,861531000.0,789427000.0,867682000.0,1700691000.0,5406682000.0,907729000.0,1035229000.0,115944000.0,791785000.0,608649000.0,LEVE3,2025,
3593297000.0,2167878000.0,291793000.0,1571065000.0,768444000.0,87427000.0,947696000.0,1068530000.0,4557980000.0,768467000.0,873192000.0,69304000.0,699163000.0,541390000.0,LEVE3,2024,
2800925000.0,1672991000.0,200328000.0,1059262000.0,910379000.0,314665000.0,536491000.0,893998000.0,4338825000.0,970341000.0,1071922000.0,32420000.0,937921000.0,748245000.0,LEVE3,2023,221265000.0
3157199000.0,1920049000.0,427406000.0,1039127000.0,1586639000.0,209875000.0,204218000.0,463187000.0,4224030000.0,729200000.0,825080000.0,17319000.0,711881000.0,565240000.0,LEVE3,2022,419703000.0
,,,,,,,,,,,,,,LEVE3,2021,404428000.0
5325682000.0,3866307000.0,1070774000.0,1598740000.0,2991500000.0,251163000.0,620762000.0,889227000.0,4460379000.0,585024000.0,701649000.0,104835000.0,480189000.0,482772000.0,INTB3,2025,
5569521000.0,4076783000.0,887969000.0,1796371000.0,2941909000.0,211119000.0,712397000.0,941730000.0,4756146000.0,596922000.0,694756000.0,82087000.0,514835000.0,528934000.0,INTB3,2024,
4888285000.0,3613750000.0,1303169000.0,1366286000.0,2600824000.0,120483000.0,793532000.0,927327000.0,4103676000.0,631046000.0,710286000.0,114352000.0,516694000.0,544231000.0,INTB3,2023,
4987382000.0,3821998000.0,1556826000.0,1746489000.0,2231037000.0,235540000.0,829675000.0,1097474000.0,4232623000.0,540575000.0,610223000.0,70512000.0,470063000.0,480262000.0,INTB3,2022,
,,,,,,,,,,,,,,INTB3,2021,
3878996000.0,2378877000.0,203970000.0,728132000.0,2427005000.0,331926000.0,644343000.0,1014699000.0,3560287000.0,946163000.0,1077115000.0,92019000.0,854144000.0,1165321000.0,VULC3,2025,
2993308000.0,2127758000.0,307660000.0,668880000.0,2109976000.0,200209000.0,136643000.0,367140000.0,3048578000.0,651123000.0,757400000.0,47992000.0,603131000.0,569873000.0,VULC3,2024,
2775153000.0,1960627000.0,361020000.0,511680000.0,1994987000.0,234497000.0,203253000.0,453045000.0,2817679000.0,590722000.0,689442000.0,52977000.0,537745000.0,494892000.0,VULC3,2023,
2520756000.0,1593107000.0,197197000.0,569971000.0,1711488000.0,283638000.0,151858000.0,456064000.0,2536936000.0,528587000.0,610840000.0,43722000.0,484865000.0,469900000.0,VULC3,2022,
,,,,,,,,,,,,,,VULC3,2021,0.0
37100478000.0,5828053000.0,1186197000.0,3842257000.0,4102821000.0,1769052000.0,24594575000.0,26656851000.0,11521073000.0,3773832000.0,5132099000.0,1980630000.0,1793202000.0,885851000.0,ECOR3,2025,
29296082000.0,4726035000.0,2337602000.0,7054690000.0,3427360000.0,5465536000.0,14569385000.0,20277116000.0,9872372000.0,3211928000.0,4196738000.0,1491676000.0,1720252000.0,904097000.0,ECOR3,2024,
25959901000.0,5185647000.0,3524241000.0,5279172000.0,2737986000.0,3638692000.0,14327978000.0,18154929000.0,8845179000.0,2555502000.0,3353616000.0,1274771000.0,1280731000.0,569564000.0,ECOR3,2023,
18108909000.0,2066402000.0,1379459000.0,3300389000.0,2303694000.0,2198772000.0,9292240000.0,11645342000.0,6061329000.0,1349599000.0,1930811000.0,839308000.0,510291000.0,245695000.0,ECOR3,2022,
,,,,,,,,,,,,,,ECOR3,2021,
21448777000.0,4766656000.0,316498000.0,7004132000.0,9884098000.0,3429224000.0,939641000.0,4541043000.0,8928260000.0,653207000.0,1354737000.0,757703000.0,-104496000.0,-9034000.0,CBEE3,2025,
19631323000.0,4301772000.0,421090000.0,6520761000.0,8442090000.0,3556613000.0,1179701000.0,4864130000.0,8031875000.0,861981000.0,1697191000.0,769699000.0,92282000.0,670153000.0,CBEE3,2024,
17656687000.0,3110977000.0,65262000.0,7846753000.0,5340880000.0,5416147000.0,536084000.0,6025450000.0,7325226000.0,579221000.0,1291145000.0,851047000.0,-271826000.0,-191679000.0,CBEE3,2023,
16936317000.0,3232384000.0,68143000.0,4575450000.0,5234890000.0,2258138000.0,2914047000.0,5237060000.0,7363568000.0,663654000.0,1260070000.0,760026000.0,-96372000.0,-92387000.0,CBEE3,2022,
,,,,,,,,,,,,,,CBEE3,2021,
81879000000.0,30448000000.0,10501000000.0,40218000000.0,-16147000000.0,20772000000.0,46393000000.0,71316000000.0,70717000000.0,2405000000.0,7078000000.0,5250000000.0,-2845000000.0,-9880000000.0,BRKM3,2025,-23902000000.0
101575000000.0,37037000000.0,14986000000.0,28272000000.0,-4782000000.0,3135000000.0,66281000000.0,73722000000.0,77411000000.0,-12296000000.0,-7346000000.0,5437000000.0,-17733000000.0,-11320000000.0,BRKM3,2024,-14034000000.0
91741000000.0,37441000000.0,14187000000.0,24494000000.0,3992000000.0,2768000000.0,53208000000.0,59909000000.0,70569000000.0,-1942000000.0,3264000000.0,4250000000.0,-6192000000.0,-4579000000.0,BRKM3,2023,-2738000000.0
88049000000.0,34457000000.0,12466000000.0,24186000000.0,7322000000.0,2250000000.0,47334000000.0,53825000000.0,96519000000.0,3375000000.0,8108000000.0,3328000000.0,47000000.0,-336000000.0,BRKM3,2022,
,,,,,,,,,,,,,,BRKM3,2021,
14872670000.0,10027107000.0,1415443000.0,6412388000.0,5352712000.0,497730000.0,1965516000.0,3532769000.0,10497046000.0,2326649000.0,3088797000.0,447662000.0,1878987000.0,1475168000.0,RIAA3,2025,
13633267000.0,8781164000.0,1158206000.0,5940448000.0,5403620000.0,691399000.0,1279597000.0,3048068000.0,9634207000.0,834775000.0,1526970000.0,472830000.0,361945000.0,235138000.0,RIAA3,2024,
14272668000.0,9142435000.0,1285983000.0,5519087000.0,5223165000.0,1028604000.0,2480252000.0,4610804000.0,8795386000.0,646846000.0,1271208000.0,668060000.0,-21214000.0,-34260000.0,RIAA3,2023,
15221939000.0,10203609000.0,2044149000.0,6307421000.0,5263088000.0,1377835000.0,2706111000.0,5029167000.0,8458663000.0,579422000.0,1178828000.0,623571000.0,-44149000.0,51980000.0,RIAA3,2022,
,,,,,,,,,,,,,,RIAA3,2021,
88642122000.0,28898090000.0,3029953000.0,24251860000.0,4512820000.0,10176508000.0,47519787000.0,60101049000.0,43528375000.0,7798179000.0,12680310000.0,7544065000.0,254114000.0,39471000.0,SIMH3,2025,
84025791000.0,27220964000.0,1903850000.0,21080863000.0,2751515000.0,7712577000.0,48086335000.0,58144963000.0,40738086000.0,6611975000.0,10622468000.0,6207283000.0,404692000.0,-198156000.0,SIMH3,2024,
70140840000.0,22160575000.0,1345475000.0,15328767000.0,3326246000.0,4069908000.0,39473205000.0,45679822000.0,31843613000.0,4016646000.0,7497695000.0,5045701000.0,-1029055000.0,-495221000.0,SIMH3,2023,-537800000.0
61659514000.0,21632846000.0,1718025000.0,13959865000.0,2881776000.0,4167684000.0,34111709000.0,40203639000.0,24081881000.0,4891628000.0,6787403000.0,3904243000.0,987385000.0,482083000.0,SIMH3,2022,-769101000.0
,,,,,,,,,,,,,,SIMH3,2021,-255956000.0
72289824000.0,10538651000.0,875444000.0,5549886000.0,48248551000.0,847169000.0,12021051000.0,15454114000.0,31577240000.0,2484749000.0,4046978000.0,2718592000.0,-233843000.0,-141747000.0,HAPV3,2025,
73499646000.0,11069835000.0,596753000.0,5249738000.0,48675201000.0,950843000.0,11803848000.0,16519683000.0,28914698000.0,1592218000.0,3308935000.0,2059495000.0,-467277000.0,-649301000.0,HAPV3,2024,
73208390000.0,9139151000.0,1430144000.0,6246759000.0,49681588000.0,2109941000.0,9416473000.0,14864423000.0,27949573000.0,1745987000.0,3371108000.0,2290059000.0,-544072000.0,-615151000.0,HAPV3,2023,
71959769000.0,7550468000.0,1267915000.0,6371937000.0,49291882000.0,1726508000.0,9991173000.0,14067725000.0,23748803000.0,159067000.0,2346350000.0,1606876000.0,-1447809000.0,-777234000.0,HAPV3,2022,0.0
,,,,,,,,,,,,,,HAPV3,2021,
45876559000.0,28504458000.0,15031399000.0,21235396000.0,1310215000.0,5306024000.0,22480845000.0,27825614000.0,54830072000.0,3886323000.0,4860740000.0,3188062000.0,698261000.0,810488000.0,BEEF3,2025,0.0
42141896000.0,24456769000.0,14460929000.0,16573215000.0,-478639000.0,5109420000.0,24972689000.0,30118044000.0,34068866000.0,1532716000.0,2201397000.0,3037687000.0,-1504971000.0,-1558712000.0,BEEF3,2024,-577295000.0
28594154000.0,18135700000.0,12678589000.0,9746503000.0,174379000.0,3794555000.0,17762327000.0,21584854000.0,26891609000.0,1972364000.0,2484790000.0,1631211000.0,341153000.0,421054000.0,BEEF3,2023,0.0
21400128000.0,12986719000.0,7071463000.0,8129741000.0,506828000.0,2077939000.0,11688535000.0,13804839000.0,30977769000.0,1609477000.0,2024002000.0,1221368000.0,388109000.0,652533000.0,BEEF3,2022,
,,,,,,,,,,,,,,BEEF3,2021,
4501382000.0,2705848000.0,70158000.0,1322215000.0,3153958000.0,55636000.0,13433000.0,70567000.0,2395211000.0,692805000.0,793075000.0,15028000.0,677777000.0,644808000.0,GRND3,2025,
4500059000.0,3042039000.0,76109000.0,428642000.0,4040946000.0,56629000.0,12310000.0,88824000.0,2426910000.0,822786000.0,907157000.0,9967000.0,812819000.0,735236000.0,GRND3,2024,
4075361000.0,2701852000.0,73735000.0,384800000.0,3659443000.0,82413000.0,10017000.0,116427000.0,2234430000.0,601075000.0,696871000.0,9106000.0,591969000.0,557671000.0,GRND3,2023,
4821920000.0,2968359000.0,127409000.0,407981000.0,4364132000.0,98815000.0,7824000.0,150546000.0,2336709000.0,584096000.0,677842000.0,8779000.0,575317000.0,568027000.0,GRND3,2022,0.0
,,,,,,,,,,,,,,GRND3,2021,
15448601000.0,6924640000.0,320633000.0,3765563000.0,7977304000.0,1031073000.0,2195487000.0,3996575000.0,11819492000.0,836986000.0,1534492000.0,480670000.0,356316000.0,911249000.0,AZZA3,2025,
15253545000.0,6831683000.0,181160000.0,4517132000.0,7702653000.0,1476529000.0,1178202000.0,3530401000.0,8379753000.0,239289000.0,654144000.0,249347000.0,-10058000.0,341727000.0,AZZA3,2024,0.0
5975904000.0,2915054000.0,73316000.0,2292283000.0,2909553000.0,882205000.0,198919000.0,1596309000.0,4846768000.0,518686000.0,741630000.0,142745000.0,375941000.0,399400000.0,AZZA3,2023,0.0
4659264000.0,2383445000.0,28826000.0,1635360000.0,2653792000.0,392254000.0,9619000.0,776410000.0,4233726000.0,597740000.0,763770000.0,124869000.0,472871000.0,424709000.0,AZZA3,2022,-8414000.0
,,,,,,,,,,,,,,AZZA3,2021,-9107000.0
8668015000.0,2158236000.0,229508000.0,619377000.0,4330716000.0,64914000.0,3040102000.0,3131311000.0,3157609000.0,1076793000.0,1797870000.0,300599000.0,776194000.0,638352000.0,RECV3,2025,
7437571000.0,1569425000.0,295548000.0,732356000.0,4235277000.0,20907000.0,1771414000.0,1814558000.0,3264554000.0,537678000.0,1232494000.0,174273000.0,363405000.0,437498000.0,RECV3,2024,0.0
6829184000.0,1147431000.0,197184000.0,1065860000.0,4517883000.0,142772000.0,760208000.0,946437000.0,2814361000.0,821600000.0,1419927000.0,92771000.0,728829000.0,708938000.0,RECV3,2023,0.0
6585094000.0,2132604000.0,361028000.0,1391367000.0,3810502000.0,14011000.0,641570000.0,683075000.0,2975939000.0,1328911000.0,1680131000.0,93150000.0,1324600000.0,1153391000.0,RECV3,2022,
,,,,,,,,,,,,,,RECV3,2021,
37911158000.0,19839054000.0,1575837000.0,17182792000.0,11278030000.0,998359000.0,3946177000.0,8528408000.0,38703387000.0,1051408000.0,2336195000.0,1176904000.0,-125496000.0,204603000.0,MGLU3,2025,
37311858000.0,19550824000.0,1827197000.0,16710550000.0,11319262000.0,1402168000.0,3179992000.0,8115695000.0,38038068000.0,1028667000.0,2361955000.0,941283000.0,87384000.0,448717000.0,MGLU3,2024,
37455067000.0,20221163000.0,2593346000.0,17408127000.0,9610534000.0,2954347000.0,4400508000.0,10933010000.0,36768149000.0,-768716000.0,473974000.0,1295651000.0,-2064367000.0,-979104000.0,MGLU3,2023,
37765845000.0,21938136000.0,2420045000.0,14832925000.0,10648701000.0,124297000.0,6984460000.0,10802273000.0,37299002000.0,-73753000.0,1089871000.0,1195645000.0,-1269398000.0,-498975000.0,MGLU3,2022,
,,,,,,,,,,,,,,MGLU3,2021,
28529287000.0,15451511000.0,255863000.0,7625531000.0,5327812000.0,1237427000.0,7364579000.0,8602006000.0,10906236000.0,-224594000.0,27014000.0,615871000.0,-840465000.0,-1042256000.0,MRVE3,2025,-403935000.0
29430687000.0,13695089000.0,414563000.0,8141830000.0,6432589000.0,3177766000.0,6602852000.0,9780618000.0,9009035000.0,155179000.0,327795000.0,488788000.0,-333609000.0,-503202000.0,MRVE3,2024,0.0
25071702000.0,11661860000.0,406767000.0,5626218000.0,6745355000.0,1365635000.0,6481636000.0,7847271000.0,7429915000.0,330751000.0,464160000.0,404138000.0,-73387000.0,-29815000.0,MRVE3,2023,
22601329000.0,10303472000.0,733748000.0,5063732000.0,5827443000.0,1148218000.0,6280944000.0,7429176000.0,6645285000.0,386785000.0,563166000.0,261192000.0,125593000.0,-176648000.0,MRVE3,2022,
,,,,,,,,,,,,,,MRVE3,2021,
3890716000.0,1326989000.0,300109000.0,937486000.0,1089428000.0,326022000.0,1373705000.0,2040425000.0,3081024000.0,673181000.0,958761000.0,272150000.0,401031000.0,93602000.0,LOGN3,2025,-223465000.0
3812832000.0,990429000.0,289792000.0,885462000.0,968669000.0,317133000.0,1372012000.0,1963475000.0,2795756000.0,325656000.0,604218000.0,242956000.0,82700000.0,53600000.0,LOGN3,2024,-317067000.0
3619288000.0,1109082000.0,436406000.0,715165000.0,939015000.0,259725000.0,1366765000.0,1872093000.0,2338625000.0,346975000.0,574629000.0,202271000.0,144704000.0,60103000.0,LOGN3,2023,-370667000.0
3449063000.0,1067048000.0,337268000.0,680130000.0,875514000.0,256359000.0,1265002000.0,1759924000.0,2067050000.0,446907000.0,622928000.0,198357000.0,248550000.0,406702000.0,LOGN3,2022,-430770000.0
,,,,,,,,,,,,,,LOGN3,2021,
18562235000.0,5654258000.0,2665170000.0,4563222000.0,6865116000.0,1902059000.0,5732463000.0,8841926000.0,11170362000.0,915237000.0,2038541000.0,1527995000.0,-612758000.0,-1151989000.0,DASA3,2025,-4030758000.0
